date,parent_region,region,confirmed,recovered,deaths
2020-02-25,global,Bahrain,23.0,0.0,0.0
2020-02-25,China,Hubei (Wuhan),64786.0,18971.0,2563.0
2020-02-25,global,Indien,3.0,3.0,0.0
2020-02-25,global,Philippinen,3.0,1.0,1.0
2020-02-25,global,Großbritannien,13.0,8.0,0.0
2020-02-26,global,Israel,2.0,0.0,0.0
2020-02-26,USA,Arizona,1.0,1.0,0.0
2020-02-26,USA,Massachusetts,1.0,0.0,0.0
2020-02-26,USA,California,10.0,2.0,0.0
2020-02-26,USA,Washington,1.0,1.0,0.0
2020-02-26,USA,Illinois,2.0,2.0,0.0
2020-02-26,global,Frankreich,18.0,11.0,2.0
2020-02-26,global,Großbritannien,13.0,8.0,0.0
2020-02-26,China,Jiangxi,934.0,719.0,1.0
2020-02-26,China,Hubei (Wuhan),65187.0,20969.0,2615.0
2020-02-26,global,Vereinigte Arabische Emirate,13.0,4.0,0.0
2020-02-26,global,Bahrain,33.0,0.0,0.0
2020-02-26,global,Afghanistan,1.0,0.0,0.0
2020-02-26,global,Kuwait,26.0,0.0,0.0
2020-02-26,China,Shandong,756.0,377.0,6.0
2020-02-26,China,Hainan,168.0,129.0,5.0
2020-02-26,China,Anhui,989.0,744.0,6.0
2020-02-26,global,Indien,3.0,3.0,0.0
2020-02-26,Kanada,Ontario,4.0,3.0,0.0
2020-02-26,global,Finnland,2.0,1.0,0.0
2020-02-26,global,Iran,139.0,49.0,19.0
2020-02-26,China,Shanxi,133.0,104.0,0.0
2020-02-26,global,Algerien,1.0,0.0,0.0
2020-02-26,global,Oman,4.0,0.0,0.0
2020-02-26,China,Jiangsu,631.0,478.0,0.0
2020-02-26,China,Gansu,91.0,81.0,2.0
2020-02-26,global,Kroatien,3.0,0.0,0.0
2020-02-26,global,Sri Lanka,1.0,1.0,0.0
2020-02-26,global,Italien,453.0,3.0,12.0
2020-02-26,China,Henan,1271.0,1033.0,19.0
2020-02-26,China,Chongqing,576.0,384.0,6.0
2020-02-26,China,Hong Kong,91.0,24.0,2.0
2020-02-26,global,Kambodscha,1.0,1.0,0.0
2020-02-26,global,Südkorea,1261.0,22.0,12.0
2020-02-26,global,Schweiz,1.0,0.0,0.0
2020-02-26,China,Tibet,1.0,1.0,0.0
2020-02-26,China,Tianjin,135.0,96.0,3.0
2020-02-26,global,Österreich,2.0,0.0,0.0
2020-02-26,China,Sichuan,531.0,307.0,3.0
2020-02-26,Australien,Queensland,5.0,1.0,0.0
2020-02-26,global,Irak,5.0,0.0,0.0
2020-02-26,China,Liaoning,121.0,88.0,1.0
2020-02-26,China,Hunan,1016.0,783.0,4.0
2020-02-26,China,Heilongjiang,480.0,249.0,12.0
2020-02-26,China,Yunnan,174.0,144.0,2.0
2020-02-26,global,Libanon,2.0,0.0,0.0
2020-02-26,Australien,Victoria,4.0,4.0,0.0
2020-02-26,global,Schweden,2.0,0.0,0.0
2020-02-26,global,Philippinen,3.0,1.0,1.0
2020-02-26,China,Macau,10.0,7.0,0.0
2020-02-26,China,Jilin,93.0,65.0,1.0
2020-02-26,Australien,New South Wales,4.0,4.0,0.0
2020-02-26,China,Guizhou,146.0,104.0,2.0
2020-02-26,China,Peking (Beijing),400.0,235.0,4.0
2020-02-26,global,Pakistan,2.0,0.0,0.0
2020-02-26,Kanada,British Columbia,7.0,0.0,0.0
2020-02-26,China,Zhejiang,1205.0,867.0,1.0
2020-02-26,global,Ägypten,1.0,0.0,0.0
2020-02-26,China,Xinjiang,76.0,34.0,2.0
2020-02-26,global,Brasilien,1.0,0.0,0.0
2020-02-26,China,Qinghai,18.0,18.0,0.0
2020-02-26,China,Shanghai,337.0,272.0,3.0
2020-02-26,global,Malaysia,22.0,18.0,0.0
2020-02-26,global,Georgien,1.0,0.0,0.0
2020-02-26,Deutschland,Repatriierte,2.0,2.0,0.0
2020-02-26,China,Hebei,312.0,261.0,6.0
2020-02-26,China,Innere Mongolei,75.0,38.0,0.0
2020-02-26,global,Griechenland,1.0,0.0,0.0
2020-02-26,China,Shaanxi,245.0,192.0,1.0
2020-02-26,global,Nepal,1.0,1.0,0.0
2020-02-26,global,Russland,2.0,2.0,0.0
2020-02-26,Deutschland,Nordrhein-Westfalen,2.0,0.0,0.0
2020-02-26,China,Guangdong,1347.0,851.0,7.0
2020-02-26,Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",754.0,10.0,4.0
2020-02-26,global,Belgien,1.0,1.0,0.0
2020-02-26,Deutschland,Bayern,14.0,13.0,0.0
2020-02-26,China,Fujian,294.0,218.0,1.0
2020-02-26,Deutschland,Baden-Württemberg,3.0,0.0,0.0
2020-02-26,China,Ningxia,71.0,65.0,0.0
2020-02-26,global,Singapur,93.0,62.0,0.0
2020-02-26,global,Nordmazedonien,1.0,0.0,0.0
2020-02-26,global,Norwegen,1.0,0.0,0.0
2020-02-26,global,Japan,189.0,22.0,2.0
2020-02-26,global,Vietnam,16.0,16.0,0.0
2020-02-26,Australien,South Australia,2.0,2.0,0.0
2020-02-26,global,Spanien,13.0,2.0,0.0
2020-02-26,China,Guangxi,252.0,147.0,2.0
2020-02-26,global,Thailand,40.0,22.0,0.0
2020-02-26,global,Taiwan,32.0,5.0,1.0
2020-02-26,global,Rumänien,1.0,0.0,0.0
2020-02-27,USA,Massachusetts,1.0,0.0,0.0
2020-02-27,China,Macau,10.0,8.0,0.0
2020-02-27,USA,Arizona,1.0,1.0,0.0
2020-02-27,USA,California,11.0,2.0,0.0
2020-02-27,USA,Washington,1.0,1.0,0.0
2020-02-27,USA,Illinois,2.0,2.0,0.0
2020-02-27,Australien,New South Wales,4.0,4.0,0.0
2020-02-27,global,Indien,3.0,3.0,0.0
2020-02-27,global,Großbritannien,15.0,8.0,0.0
2020-02-27,global,Afghanistan,1.0,0.0,0.0
2020-02-27,global,Kroatien,3.0,0.0,0.0
2020-02-27,China,Jilin,93.0,67.0,1.0
2020-02-27,global,Frankreich,38.0,11.0,2.0
2020-02-27,global,Finnland,2.0,1.0,0.0
2020-02-27,global,Schweden,7.0,0.0,0.0
2020-02-27,global,Rumänien,1.0,0.0,0.0
2020-02-27,Kanada,Ontario,6.0,3.0,0.0
2020-02-27,China,Guizhou,146.0,112.0,2.0
2020-02-27,China,Zhejiang,1205.0,932.0,1.0
2020-02-27,global,Italien,655.0,45.0,17.0
2020-02-27,China,Peking (Beijing),410.0,248.0,5.0
2020-02-27,global,Pakistan,2.0,0.0,0.0
2020-02-27,Kanada,British Columbia,7.0,3.0,0.0
2020-02-27,China,Hong Kong,92.0,24.0,2.0
2020-02-27,China,Chongqing,576.0,401.0,6.0
2020-02-27,global,Ägypten,1.0,0.0,0.0
2020-02-27,global,Kambodscha,1.0,1.0,0.0
2020-02-27,global,Bahrain,33.0,0.0,0.0
2020-02-27,global,Iran,245.0,49.0,26.0
2020-02-27,China,Xinjiang,76.0,43.0,2.0
2020-02-27,Deutschland,Nordrhein-Westfalen,4.0,0.0,0.0
2020-02-27,global,Südkorea,1766.0,22.0,13.0
2020-02-27,global,Brasilien,1.0,0.0,0.0
2020-02-27,China,Qinghai,18.0,18.0,0.0
2020-02-27,China,Jiangxi,934.0,754.0,1.0
2020-02-27,Deutschland,Bayern,14.0,14.0,0.0
2020-02-27,global,Schweiz,8.0,0.0,0.0
2020-02-27,China,Shanghai,337.0,276.0,3.0
2020-02-27,global,Malaysia,23.0,18.0,0.0
2020-02-27,China,Tibet,1.0,1.0,0.0
2020-02-27,China,Shanxi,133.0,107.0,0.0
2020-02-27,global,Georgien,1.0,0.0,0.0
2020-02-27,Deutschland,Baden-Württemberg,6.0,0.0,0.0
2020-02-27,global,Nepal,1.0,1.0,0.0
2020-02-27,China,Tianjin,136.0,102.0,3.0
2020-02-27,global,Kuwait,43.0,0.0,0.0
2020-02-27,global,Belgien,1.0,1.0,0.0
2020-02-27,global,Oman,4.0,0.0,0.0
2020-02-27,China,Innere Mongolei,75.0,43.0,0.0
2020-02-27,China,Hebei,317.0,274.0,6.0
2020-02-27,global,Griechenland,3.0,0.0,0.0
2020-02-27,China,Hunan,1017.0,804.0,4.0
2020-02-27,China,Shaanxi,245.0,195.0,1.0
2020-02-27,global,Irak,7.0,0.0,0.0
2020-02-27,China,Anhui,989.0,792.0,6.0
2020-02-27,global,Österreich,3.0,0.0,0.0
2020-02-27,global,Russland,2.0,2.0,0.0
2020-02-27,global,Algerien,1.0,0.0,0.0
2020-02-27,China,Sichuan,534.0,321.0,3.0
2020-02-27,Australien,Queensland,5.0,1.0,0.0
2020-02-27,China,Guangdong,1347.0,890.0,7.0
2020-02-27,global,Vereinigte Arabische Emirate,13.0,4.0,0.0
2020-02-27,Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",755.0,10.0,4.0
2020-02-27,global,Philippinen,3.0,1.0,1.0
2020-02-27,global,San Marino,1.0,0.0,0.0
2020-02-27,global,Singapur,93.0,62.0,0.0
2020-02-27,China,Jiangsu,631.0,498.0,0.0
2020-02-27,China,Liaoning,121.0,93.0,1.0
2020-02-27,global,Sri Lanka,1.0,1.0,0.0
2020-02-27,global,Libanon,2.0,0.0,0.0
2020-02-27,China,Shandong,756.0,387.0,6.0
2020-02-27,China,Ningxia,72.0,68.0,0.0
2020-02-27,China,Fujian,296.0,228.0,1.0
2020-02-27,China,Heilongjiang,480.0,270.0,13.0
2020-02-27,China,Yunnan,174.0,150.0,2.0
2020-02-27,global,Nordmazedonien,1.0,0.0,0.0
2020-02-27,Australien,South Australia,2.0,2.0,0.0
2020-02-27,global,Japan,214.0,22.0,4.0
2020-02-27,China,Hainan,168.0,131.0,5.0
2020-02-27,global,Norwegen,1.0,0.0,0.0
2020-02-27,China,Gansu,91.0,81.0,2.0
2020-02-27,global,Vietnam,16.0,16.0,0.0
2020-02-27,global,Dänemark,1.0,0.0,0.0
2020-02-27,Deutschland,Repatriierte,2.0,2.0,0.0
2020-02-27,global,Israel,3.0,1.0,0.0
2020-02-27,China,Guangxi,252.0,161.0,2.0
2020-02-27,global,Thailand,40.0,22.0,0.0
2020-02-27,Australien,Victoria,4.0,4.0,0.0
2020-02-27,global,Estland,1.0,0.0,0.0
2020-02-27,global,Spanien,15.0,2.0,0.0
2020-02-27,China,Henan,1272.0,1068.0,20.0
2020-02-27,China,Hubei (Wuhan),65596.0,23383.0,2641.0
2020-02-27,global,Taiwan,32.0,5.0,1.0
2020-02-27,global,Niederlande,1.0,0.0,0.0
2020-02-28,China,Shandong,756.0,405.0,6.0
2020-02-28,China,Shanxi,133.0,112.0,0.0
2020-02-28,USA,Massachusetts,1.0,1.0,0.0
2020-02-28,global,Niederlande,1.0,0.0,0.0
2020-02-28,global,Taiwan,34.0,6.0,1.0
2020-02-28,USA,Washington,1.0,1.0,0.0
2020-02-28,global,Estland,1.0,0.0,0.0
2020-02-28,China,Yunnan,174.0,156.0,2.0
2020-02-28,Australien,South Australia,2.0,2.0,0.0
2020-02-28,USA,Illinois,2.0,2.0,0.0
2020-02-28,China,Ningxia,72.0,68.0,0.0
2020-02-28,global,Spanien,32.0,2.0,0.0
2020-02-28,USA,California,11.0,2.0,0.0
2020-02-28,global,Indien,3.0,3.0,0.0
2020-02-28,Kanada,British Columbia,7.0,3.0,0.0
2020-02-28,USA,Arizona,1.0,1.0,0.0
2020-02-28,China,Jilin,93.0,73.0,1.0
2020-02-28,global,Kuwait,45.0,0.0,0.0
2020-02-28,China,Heilongjiang,480.0,283.0,13.0
2020-02-28,Australien,New South Wales,4.0,4.0,0.0
2020-02-28,global,Litauen,1.0,0.0,0.0
2020-02-28,global,Algerien,1.0,0.0,0.0
2020-02-28,global,Japan,228.0,22.0,4.0
2020-02-28,global,Philippinen,3.0,1.0,1.0
2020-02-28,China,Guangdong,1348.0,935.0,7.0
2020-02-28,global,Oman,4.0,0.0,0.0
2020-02-28,global,Iran,388.0,73.0,34.0
2020-02-28,global,Pakistan,2.0,0.0,0.0
2020-02-28,global,Italien,888.0,46.0,21.0
2020-02-28,Kanada,Quebec,1.0,0.0,0.0
2020-02-28,China,Gansu,91.0,82.0,2.0
2020-02-28,China,Hainan,168.0,133.0,5.0
2020-02-28,Kanada,Ontario,6.0,3.0,0.0
2020-02-28,China,Hunan,1017.0,830.0,4.0
2020-02-28,China,Peking (Beijing),410.0,257.0,7.0
2020-02-28,China,Xinjiang,76.0,52.0,3.0
2020-02-28,China,Guangxi,252.0,168.0,2.0
2020-02-28,global,Malaysia,23.0,18.0,0.0
2020-02-28,global,Kroatien,5.0,0.0,0.0
2020-02-28,China,Qinghai,18.0,18.0,0.0
2020-02-28,global,Belgien,1.0,1.0,0.0
2020-02-28,China,Shanghai,337.0,279.0,3.0
2020-02-28,global,Sri Lanka,1.0,1.0,0.0
2020-02-28,global,Afghanistan,1.0,0.0,0.0
2020-02-28,China,Hubei (Wuhan),65914.0,26403.0,2682.0
2020-02-28,global,Singapur,93.0,62.0,0.0
2020-02-28,China,Jiangsu,631.0,515.0,0.0
2020-02-28,global,Brasilien,1.0,0.0,0.0
2020-02-28,China,Hong Kong,94.0,30.0,2.0
2020-02-28,global,Island,1.0,0.0,0.0
2020-02-28,Deutschland,Repatriierte,2.0,2.0,0.0
2020-02-28,global,Georgien,1.0,0.0,0.0
2020-02-28,Deutschland,Schleswig-Holstein,1.0,0.0,0.0
2020-02-28,global,Ägypten,1.0,1.0,0.0
2020-02-28,Deutschland,Nordrhein-Westfalen,25.0,0.0,0.0
2020-02-28,global,Großbritannien,20.0,8.0,0.0
2020-02-28,Deutschland,Hessen,2.0,0.0,0.0
2020-02-28,China,Tibet,1.0,1.0,0.0
2020-02-28,global,Belarus,1.0,0.0,0.0
2020-02-28,Deutschland,Bayern,15.0,14.0,0.0
2020-02-28,China,Innere Mongolei,75.0,45.0,0.0
2020-02-28,Deutschland,Baden-Württemberg,10.0,0.0,0.0
2020-02-28,China,Shaanxi,245.0,199.0,1.0
2020-02-28,global,Griechenland,4.0,0.0,0.0
2020-02-28,Australien,Victoria,4.0,4.0,0.0
2020-02-28,China,Henan,1272.0,1112.0,20.0
2020-02-28,global,Dänemark,1.0,0.0,0.0
2020-02-28,global,Frankreich,57.0,11.0,2.0
2020-02-28,global,Schweiz,8.0,0.0,0.0
2020-02-28,China,Anhui,990.0,821.0,6.0
2020-02-28,global,Nigeria,1.0,0.0,0.0
2020-02-28,global,Russland,2.0,2.0,0.0
2020-02-28,global,Nepal,1.0,1.0,0.0
2020-02-28,global,Österreich,3.0,0.0,0.0
2020-02-28,China,Hebei,318.0,277.0,6.0
2020-02-28,Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",757.0,10.0,6.0
2020-02-28,global,Schweden,7.0,0.0,0.0
2020-02-28,global,Rumänien,3.0,0.0,0.0
2020-02-28,global,Vereinigte Arabische Emirate,19.0,5.0,0.0
2020-02-28,China,Jiangxi,935.0,790.0,1.0
2020-02-28,global,San Marino,1.0,0.0,0.0
2020-02-28,China,Liaoning,121.0,93.0,1.0
2020-02-28,global,Mexiko,1.0,0.0,0.0
2020-02-28,Australien,Queensland,5.0,1.0,0.0
2020-02-28,global,Libanon,2.0,0.0,0.0
2020-02-28,global,Bahrain,36.0,0.0,0.0
2020-02-28,global,Kambodscha,1.0,1.0,0.0
2020-02-28,China,Guizhou,146.0,112.0,2.0
2020-02-28,China,Zhejiang,1205.0,975.0,1.0
2020-02-28,China,Chongqing,576.0,422.0,6.0
2020-02-28,global,Irak,7.0,0.0,0.0
2020-02-28,global,Neuseeland,1.0,0.0,0.0
2020-02-28,China,Sichuan,538.0,338.0,3.0
2020-02-28,global,Nordmazedonien,1.0,0.0,0.0
2020-02-28,China,Fujian,296.0,235.0,1.0
2020-02-28,global,Israel,4.0,1.0,0.0
2020-02-28,global,Thailand,41.0,28.0,0.0
2020-02-28,global,Norwegen,6.0,0.0,0.0
2020-02-28,China,Tianjin,136.0,102.0,3.0
2020-02-28,global,Vietnam,16.0,16.0,0.0
2020-02-28,global,Südkorea,2337.0,22.0,13.0
2020-02-28,global,Finnland,2.0,1.0,0.0
2020-02-28,China,Macau,10.0,8.0,0.0
2020-02-29,global,Irak,13.0,0.0,0.0
2020-02-29,global,Taiwan,39.0,9.0,1.0
2020-02-29,USA,Massachusetts,1.0,1.0,0.0
2020-02-29,USA,Oregon,1.0,0.0,0.0
2020-02-29,USA,Washington,7.0,1.0,1.0
2020-02-29,USA,California,12.0,2.0,0.0
2020-02-29,China,Jiangsu,631.0,523.0,0.0
2020-02-29,Deutschland,Nordrhein-Westfalen,30.0,0.0,0.0
2020-02-29,global,Afghanistan,1.0,0.0,0.0
2020-02-29,China,Hubei (Wuhan),66337.0,28993.0,2727.0
2020-02-29,Deutschland,Hessen,5.0,0.0,0.0
2020-02-29,global,Kroatien,6.0,0.0,0.0
2020-02-29,Australien,Western Australia,2.0,0.0,0.0
2020-02-29,Deutschland,Bayern,15.0,14.0,0.0
2020-02-29,Deutschland,Baden-Württemberg,14.0,0.0,0.0
2020-02-29,China,Xinjiang,76.0,62.0,3.0
2020-02-29,global,Ägypten,1.0,1.0,0.0
2020-02-29,China,Shaanxi,245.0,207.0,1.0
2020-02-29,China,Qinghai,18.0,18.0,0.0
2020-02-29,China,Hebei,318.0,282.0,6.0
2020-02-29,global,Großbritannien,23.0,8.0,0.0
2020-02-29,China,Hong Kong,95.0,33.0,2.0
2020-02-29,global,Malaysia,25.0,18.0,0.0
2020-02-29,China,Anhui,990.0,868.0,6.0
2020-02-29,Kanada,British Columbia,8.0,3.0,0.0
2020-02-29,China,Shanghai,337.0,287.0,3.0
2020-02-29,China,Peking (Beijing),411.0,271.0,8.0
2020-02-29,global,Frankreich,100.0,12.0,2.0
2020-02-29,global,Brasilien,2.0,0.0,0.0
2020-02-29,global,Spanien,45.0,2.0,0.0
2020-02-29,global,Island,1.0,0.0,0.0
2020-02-29,China,Tibet,1.0,1.0,0.0
2020-02-29,China,Henan,1272.0,1170.0,21.0
2020-02-29,global,Irland,1.0,0.0,0.0
2020-02-29,global,Georgien,1.0,0.0,0.0
2020-02-29,Australien,Queensland,9.0,1.0,0.0
2020-02-29,global,Nigeria,1.0,0.0,0.0
2020-02-29,China,Sichuan,538.0,351.0,3.0
2020-02-29,global,Vereinigte Arabische Emirate,21.0,5.0,0.0
2020-02-29,China,Jiangxi,935.0,811.0,1.0
2020-02-29,global,Kambodscha,1.0,1.0,0.0
2020-02-29,China,Chongqing,576.0,438.0,6.0
2020-02-29,global,Belarus,1.0,0.0,0.0
2020-02-29,global,Schweiz,18.0,0.0,0.0
2020-02-29,global,Schweden,12.0,0.0,0.0
2020-02-29,China,Innere Mongolei,75.0,49.0,0.0
2020-02-29,global,Libanon,4.0,0.0,0.0
2020-02-29,Australien,New South Wales,4.0,4.0,0.0
2020-02-29,global,Österreich,9.0,0.0,0.0
2020-02-29,global,Griechenland,4.0,0.0,0.0
2020-02-29,global,Japan,241.0,32.0,5.0
2020-02-29,global,Nepal,1.0,1.0,0.0
2020-02-29,China,Yunnan,174.0,157.0,2.0
2020-02-29,global,Bahrain,41.0,0.0,0.0
2020-02-29,global,Luxemburg,1.0,0.0,0.0
2020-02-29,USA,Illinois,2.0,2.0,0.0
2020-02-29,China,Guizhou,146.0,112.0,2.0
2020-02-29,global,Russland,2.0,2.0,0.0
2020-02-29,global,Mexiko,4.0,0.0,0.0
2020-02-29,China,Zhejiang,1205.0,1016.0,1.0
2020-02-29,global,Finnland,3.0,1.0,0.0
2020-02-29,global,Neuseeland,1.0,0.0,0.0
2020-02-29,global,Indien,3.0,3.0,0.0
2020-02-29,China,Liaoning,121.0,96.0,1.0
2020-02-29,China,Tianjin,136.0,109.0,3.0
2020-02-29,global,Südkorea,3150.0,27.0,16.0
2020-02-29,global,San Marino,1.0,0.0,0.0
2020-02-29,Deutschland,Repatriierte,2.0,2.0,0.0
2020-02-29,Deutschland,Schleswig-Holstein,1.0,0.0,0.0
2020-02-29,Deutschland,Rheinland-Pfalz,1.0,0.0,0.0
2020-02-29,China,Heilongjiang,480.0,301.0,13.0
2020-02-29,global,Thailand,42.0,28.0,0.0
2020-02-29,Kanada,Ontario,11.0,3.0,0.0
2020-02-29,global,Israel,7.0,1.0,0.0
2020-02-29,Australien,South Australia,3.0,2.0,0.0
2020-02-29,China,Guangxi,252.0,176.0,2.0
2020-02-29,global,Monaco,1.0,0.0,0.0
2020-02-29,global,Niederlande,6.0,0.0,0.0
2020-02-29,China,Fujian,296.0,243.0,1.0
2020-02-29,China,Ningxia,73.0,69.0,0.0
2020-02-29,China,Macau,10.0,8.0,0.0
2020-02-29,global,Singapur,102.0,72.0,0.0
2020-02-29,China,Shanxi,133.0,114.0,0.0
2020-02-29,global,Nordmazedonien,1.0,0.0,0.0
2020-02-29,global,Kuwait,45.0,0.0,0.0
2020-02-29,China,Guangdong,1349.0,983.0,7.0
2020-02-29,China,Hainan,168.0,148.0,5.0
2020-02-29,global,Italien,1128.0,46.0,29.0
2020-02-29,global,Oman,6.0,1.0,0.0
2020-02-29,global,Norwegen,15.0,0.0,0.0
2020-02-29,global,Algerien,1.0,0.0,0.0
2020-02-29,global,Vietnam,16.0,16.0,0.0
2020-02-29,global,Iran,593.0,123.0,43.0
2020-02-29,China,Jilin,93.0,75.0,1.0
2020-02-29,China,Shandong,756.0,421.0,6.0
2020-02-29,Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",749.0,10.0,6.0
2020-02-29,China,Hunan,1018.0,846.0,4.0
2020-02-29,global,Katar,1.0,0.0,0.0
2020-02-29,global,Litauen,1.0,0.0,0.0
2020-02-29,global,Philippinen,3.0,1.0,1.0
2020-02-29,Australien,Victoria,7.0,4.0,0.0
2020-02-29,global,Estland,1.0,0.0,0.0
2020-02-29,global,Dänemark,3.0,0.0,0.0
2020-02-29,Kanada,Quebec,1.0,0.0,0.0
2020-02-29,global,Sri Lanka,1.0,1.0,0.0
2020-02-29,China,Gansu,91.0,82.0,2.0
2020-02-29,global,Belgien,1.0,1.0,0.0
2020-02-29,USA,Arizona,1.0,1.0,0.0
2020-02-29,global,Pakistan,4.0,0.0,0.0
2020-02-29,global,Rumänien,3.0,0.0,0.0
2020-03-01,USA,Rhode Island,1.0,0.0,0.0
2020-03-01,USA,Arizona,1.0,1.0,0.0
2020-03-01,USA,Massachusetts,1.0,1.0,0.0
2020-03-01,USA,California,12.0,2.0,0.0
2020-03-01,USA,Oregon,1.0,0.0,0.0
2020-03-01,USA,Illinois,3.0,2.0,0.0
2020-03-01,USA,Washington,11.0,1.0,1.0
2020-03-01,China,Shandong,758.0,443.0,6.0
2020-03-01,global,Israel,10.0,1.0,0.0
2020-03-01,China,Guangxi,252.0,181.0,2.0
2020-03-01,global,Ecuador,6.0,0.0,0.0
2020-03-01,global,Taiwan,40.0,9.0,1.0
2020-03-01,global,Japan,256.0,32.0,6.0
2020-03-01,global,Estland,1.0,0.0,0.0
2020-03-01,global,Vietnam,16.0,16.0,0.0
2020-03-01,global,Norwegen,19.0,0.0,0.0
2020-03-01,Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",749.0,10.0,6.0
2020-03-01,China,Fujian,296.0,247.0,1.0
2020-03-01,global,Aserbaidschan,3.0,0.0,0.0
2020-03-01,global,Nordmazedonien,1.0,0.0,0.0
2020-03-01,global,Singapur,106.0,72.0,0.0
2020-03-01,global,Armenien,1.0,0.0,0.0
2020-03-01,China,Ningxia,73.0,69.0,0.0
2020-03-01,China,Shaanxi,245.0,208.0,1.0
2020-03-01,global,San Marino,1.0,0.0,0.0
2020-03-01,global,Russland,2.0,2.0,0.0
2020-03-01,China,Hebei,318.0,294.0,6.0
2020-03-01,global,Dominikanische Republik,1.0,0.0,0.0
2020-03-01,global,Griechenland,7.0,0.0,0.0
2020-03-01,global,Malaysia,29.0,18.0,0.0
2020-03-01,global,Katar,3.0,0.0,0.0
2020-03-01,China,Shanghai,337.0,290.0,3.0
2020-03-01,China,Innere Mongolei,75.0,52.0,0.0
2020-03-01,global,Belarus,1.0,0.0,0.0
2020-03-01,Kanada,British Columbia,8.0,3.0,0.0
2020-03-01,China,Peking (Beijing),413.0,276.0,8.0
2020-03-01,global,Georgien,3.0,0.0,0.0
2020-03-01,Australien,New South Wales,6.0,4.0,0.0
2020-03-01,global,Island,3.0,0.0,0.0
2020-03-01,global,Monaco,1.0,0.0,0.0
2020-03-01,global,Brasilien,2.0,0.0,0.0
2020-03-01,China,Qinghai,18.0,18.0,0.0
2020-03-01,China,Xinjiang,76.0,64.0,3.0
2020-03-01,global,Dänemark,4.0,0.0,0.0
2020-03-01,China,Yunnan,174.0,163.0,2.0
2020-03-01,China,Heilongjiang,480.0,342.0,13.0
2020-03-01,Australien,Victoria,7.0,4.0,0.0
2020-03-01,global,Pakistan,4.0,0.0,0.0
2020-03-01,Australien,Queensland,9.0,1.0,0.0
2020-03-01,global,Litauen,1.0,0.0,0.0
2020-03-01,China,Sichuan,538.0,365.0,3.0
2020-03-01,global,Tschechien,3.0,0.0,0.0
2020-03-01,global,Kambodscha,1.0,1.0,0.0
2020-03-01,China,Chongqing,576.0,450.0,6.0
2020-03-01,China,Jilin,93.0,78.0,1.0
2020-03-01,global,Luxemburg,1.0,0.0,0.0
2020-03-01,China,Macau,10.0,8.0,0.0
2020-03-01,global,Sri Lanka,1.0,1.0,0.0
2020-03-01,global,Rumänien,3.0,0.0,0.0
2020-03-01,China,Jiangsu,631.0,536.0,0.0
2020-03-01,global,Finnland,6.0,1.0,0.0
2020-03-01,China,Hainan,168.0,149.0,5.0
2020-03-01,global,Thailand,42.0,28.0,1.0
2020-03-01,global,Vereinigte Arabische Emirate,21.0,5.0,0.0
2020-03-01,China,Liaoning,122.0,103.0,1.0
2020-03-01,global,Mexiko,5.0,0.0,0.0
2020-03-01,global,Österreich,14.0,0.0,0.0
2020-03-01,China,Jiangxi,935.0,831.0,1.0
2020-03-01,global,Schweiz,27.0,0.0,0.0
2020-03-01,China,Tibet,1.0,1.0,0.0
2020-03-01,global,Philippinen,3.0,1.0,1.0
2020-03-01,China,Hong Kong,96.0,36.0,2.0
2020-03-01,Deutschland,Repatriierte,2.0,2.0,0.0
2020-03-01,Deutschland,Schleswig-Holstein,2.0,0.0,0.0
2020-03-01,China,Anhui,990.0,873.0,6.0
2020-03-01,global,Irland,1.0,0.0,0.0
2020-03-01,global,Kroatien,7.0,0.0,0.0
2020-03-01,global,Indien,3.0,3.0,0.0
2020-03-01,Deutschland,Rheinland-Pfalz,2.0,0.0,0.0
2020-03-01,Deutschland,Nordrhein-Westfalen,66.0,0.0,0.0
2020-03-01,Deutschland,Niedersachsen,1.0,0.0,0.0
2020-03-01,Deutschland,Hessen,10.0,0.0,0.0
2020-03-01,Deutschland,Hamburg,1.0,0.0,0.0
2020-03-01,Deutschland,Bremen,1.0,0.0,0.0
2020-03-01,Deutschland,Bayern,19.0,14.0,0.0
2020-03-01,Deutschland,Baden-Württemberg,15.0,0.0,0.0
2020-03-01,global,Italien,1694.0,83.0,34.0
2020-03-01,China,Hunan,1018.0,866.0,4.0
2020-03-01,China,Gansu,91.0,84.0,2.0
2020-03-01,Kanada,Quebec,1.0,0.0,0.0
2020-03-01,China,Guizhou,146.0,112.0,2.0
2020-03-01,China,Zhejiang,1205.0,1046.0,1.0
2020-03-01,global,Schweden,14.0,0.0,0.0
2020-03-01,global,Algerien,1.0,0.0,0.0
2020-03-01,Australien,Western Australia,2.0,0.0,1.0
2020-03-01,global,Spanien,84.0,2.0,0.0
2020-03-01,global,Kuwait,45.0,0.0,0.0
2020-03-01,China,Henan,1272.0,1198.0,22.0
2020-03-01,Australien,South Australia,3.0,2.0,0.0
